title,location,year,month,day,event
North Bend Ohio,39.143166094 -84.74083037,1865,5,5,"In North Bend, Ohio (a suburb of Cincinnati), the first train robbery in the United States takes place."
Irwinville Georgia,31.642330764 -83.376331828,1865,5,10,"May 10 &ndash; American Civil War: Jefferson Davis is captured by Union troops near Irwinville, Georgia."
Texas,31 -100,1865,5,13,"May 13 &ndash; American Civil War &ndash; Battle of Palmito Ranch: In far south Texas, more than a month after Confederate General Lee's surrender, the last land battle of the civil war ends with a Confederate victory."
Texas,31 -100,1865,6,19,"June 19 &ndash; American Civil War: Union Major General Gordon Granger lands at Galveston, Texas and informs the people of Texas of the Emancipation Proclamation. (an event now celebrated each year as Juneteenth)."
Oklahoma Territory,35.4 -97,1865,6,23,"June 23 &ndash; American Civil War: At Fort Towson in Oklahoma Territory, Confederate General Stand Watie, a Cherokee Indian, surrenders the last significant Rebel army."
United Kingdom,51.499998 -0.1166662,1865,7,5,The first speed limit is introduced in Britain: {{convert2mi/hkm/habbr=on}} in town and {{convert4mi/hkm/habbr=on}} in the country.
Abraham Lincoln,39.820663384 -89.653497386,1865,7,7,"July 7 &ndash; Following Abraham Lincoln's assassination on April 14, the 4 conspirators condemned to death during the trial are hanged, including David Herold, George Atzerodt, Lewis Payne and Mary Surratt. Her son, John Surratt, escapes execution by fleeing to Canada, and ultimately to Egypt."
Matterhorn,45.97249611 7.65499738,1865,7,14,July 14 &ndash; The summit of the Matterhorn in the Alps is reached for the first time; 4 of the party of 7 die in a fall during the descent.
Springfield Missouri,37.190332572 -93.28499886,1865,7,21,"July 21 &ndash; In the market square of Springfield, Missouri, Wild Bill Hickok shoots Dave Tutt dead in what is regarded as the first true western showdown."
Argentina,-26.249999 -53.6333308,1865,7,27,July 27 &ndash; Welsh settlers arrive in Argentina at Chubut Valley.
Australia,-35.2999988 149.1333328,1865,7,31,"July 31 &ndash; The first narrow gauge mainline railway in the world opens at Grandchester, Australia."
Jamaica,17.9833294 -76.7999968,1865,10,11,"October 11 &ndash; Paul Bogle leads hundreds of black men and women in a march in Jamaica, starting the Morant Bay rebellion."
Georgia (U.S. state),33 -83.5,1865,10,25,"October 25 &ndash; The paddlewheel steamer ''SS Republic'' sinks off the Georgia coast, with a cargo of $400,000 in coins."
CSS Shenandoah,16.7833302 -26.7166638,1865,11,6,"November 6  &ndash; American Civil War. Surrender to the British at Liverpool of the commerce raider CSS Shenandoah (Captain James Waddell), last significant organized Confederate unit."
Battle of Papudo,-32.4927213624 -71.441253235,1865,11,26,"November 26 &ndash; Battle of Papudo: The Spanish ship ''Covadonga'' is captured by the Chileans and the Peruvians, north of Valparaiso, Chile."
Argentina,-26.249999 -53.6333308,1866,0,0,Federalist revolts occur in Argentina.
Parliament of Sweden,59.323165374 18.067166398,1866,0,0,"In Sweden, the Riksdag of the Estates is replaced by an elected 2-chamber assembly, the Riksdag."
Alfred Nobel,59.3540852503 18.0182382604,1866,0,0,Alfred Nobel invents dynamite in Germany.
London,51.504331316 -0.123166174,1866,1,12,January 12 &ndash; The ''Royal Aeronautical Society'' is formed (London).
Wesley College Melbourne,-37.842829962 144.97582943,1866,1,18,"January 18 &ndash; Wesley College, Melbourne was established."
Chiloé Island,-42.4666648 -73.333332,1866,2,7,"February 7 &ndash; Battle of Abtao: A Spanish naval squadron fights a combined Peruvian-Chilean fleet, at the island of Abtao in the Chiloé Archipelago of central Chile."
Liberty Missouri,39.237832382 -94.42249831,1866,2,13,"February 13 &ndash; The first daylight bank robbery in United States history during peacetime takes place in Liberty, Missouri. This is considered to be the first robbery committed by Jesse James and his gang, although James's role is disputed."
American Society for the Prevention of Cruelty to Animals,40.7746833679 -73.9407519703,1866,4,10,April 10 &ndash; The American Society for the Prevention of Cruelty to Animals (ASPCA) is founded in New York City by Henry Bergh.
Unter den Linden,52.51658 13.381,1866,5,0,May &ndash; Student Ferdinand Cohen-Blind fails to assassinate Otto von Bismarck in Unter den Linden in Berlin.
Battle of Fort Erie (1866),42.89667 -78.92515,1866,6,2,June 2 &ndash; Fenian forces skirmish with Canadian militia at Ridgeway and Fort Erie.
Ottawa,45.417 -75.7,1866,6,8,June 8 &ndash; The Canadian Parliament meets for the first time in Ottawa.
Allahabad High Court,25.451831526 81.818996724,1866,6,11,June 11 &ndash; The Agra High Court is established (later shifted to the Allahabad High Court).
Austro-Prussian War,43.474 -1.553,1866,6,14,"June 14 &ndash; The Austro-Prussian War begins, when the Austrians and most of the medium German states declare war on Prussia."
Italy,41.8999964 12.4833314,1866,6,20,June 20 &ndash; The Kingdom of Italy declares war on Austria.
Battle of Lissa (1866),43.17249931 16.051999792,1866,7,20,July 20 &ndash; Naval Battle of Lissa: The Austrian fleet under Wilhelm von Tegetthoff defeats the Italian fleet of Carlo di Persano.
Tennessee,36 -86,1866,7,24,July 24 &ndash; Reconstruction: Tennessee becomes the first U.S. state to be readmitted to the Union following the American Civil War.
Austro-Prussian War,43.474 -1.553,1866,8,23,August 23 &ndash; The Treaty of Prague ends the Austro-Prussian War.
Italy,41.8999964 12.4833314,1866,10,12,October 12 &ndash; The Treaty of Vienna ends the war between Austria and Italy; it formalizes the annexation of Venetia by Italy.
Varna,43.2166658 27.916663,1866,11,7,November 7 &ndash; The Ruse-Varna railway line (the first railway in Bulgaria) officially opens.
College of Wooster,40.81167 -81.935494,1866,12,18,December 18 &ndash; The College of Wooster was founded.
New Orleans,29.958829498 -90.068999724,1867,0,0,"Yellow fever kills 3,093 in New Orleans."
South Africa,-29.046 25.063,1867,0,0,South African diamond fields are discovered.
Ireland,53 -7,1867,0,0,The Fenian rising occurs in Ireland.
Fiji,-18 179,1867,0,0,"The Reverend Thomas Baker, a Wesleyan Methodist missionary (born in Playden, East Sussex, England) is cooked and eaten by Navatusila tribespeople at Nabutautau on Fiji, together with eight of his local followers, the last missionary in that country to suffer cannibalism."
London Wasps,51.6249975 -0.80011846618,1867,0,0,"The Wasps R.F.C. is formed in Middlesex, England (''see'' London Wasps ''and'' Wasps FC)."
Michigan,44.34 -85.58,1867,0,0,"At historic Fountain Point, Michigan, an artesian water spring gushes continuously till the present day."
Covington Kentucky,39.058999764 -84.50583131,1867,1,1,"January 1 &ndash; The John A. Roebling Suspension Bridge opens between Cincinnati, Ohio and Covington, Kentucky, becoming the longest suspension bridge in the world."
Morgantown West Virginia,39.633497466 -79.950329532,1867,2,7,"February 7 &ndash; West Virginia University is established in Morgantown, West Virginia."
Suez Canal,30.45499818 32.3499986,1867,2,17,February 17 &ndash; The first ship passes through the Suez Canal.
Hubei,30.9666628 112.2333324,1867,2,19,February 19 &ndash; Battle of inlon river in Hubei China
Nebraska,41.5 -100,1867,3,1,March 1 &ndash; Nebraska is admitted as the 37th U.S. state.
Ottawa,45.417 -75.7,1867,3,29,"March 29 &ndash;  The British North America Act receives royal assent, forming the Dominion of Canada in an event known as the Confederation. This unites the Province of Canada (Quebec and Ontario), New Brunswick, and Nova Scotia as of July 1. Ottawa becomes the capital, and John A. Macdonald becomes the Dominion's first prime minister."
Alaska,64 -153,1867,3,30,"March 30 &ndash; Alaska is purchased for $7.2 million from Alexander II of Russia, about 2 cent/acre ($4.19/km²), by United States Secretary of State William H. Seward. The news media call this Seward's Folly."
London,51.504331316 -0.123166174,1867,4,1,"April 1 &ndash; The Strait Settlement of Singapore, formerly ruled from Calcutta, becomes a Crown Colony under the jurisdiction of the Colonial Office in London."
London,51.504331316 -0.123166174,1867,5,11,"May 11 &ndash; First public performance of Cox and Box by Francis Burnand and Arthur Sullivan at the Adelphi Theatre, London"
Montana,47 -110,1867,6,15,June 15 &ndash; The Atlantic Cable Quartz Lode mine is named in Montana.
Massachusetts,42.3 -71.8,1867,7,17,"July 17 &ndash; In Boston, Massachusetts, the Harvard School of Dental Medicine is established as the first dental school in the United States."
Sheffield,53.3833318 -1.4666648,1867,9,4,September 4 &ndash; The Sheffield Wednesday F.C. is founded at the Adelphi Hotel in Sheffield.
Midway Atoll,28.1999992 -177.3499986,1867,9,30,September 30 &ndash; The United States takes control of Midway Island.
Oklahoma,35.5 -98,1867,10,21,"October 21 &ndash; ''Manifest Destiny'' &ndash; Medicine Lodge Treaty: Near Medicine Lodge Creek, Kansas, a landmark treaty is signed by southern Great Plains Indian leaders. The treaty requires Native American Plains tribes to relocate to a reservation in western Oklahoma."
Minnesota,46 -94,1867,11,15,November 15 &ndash; Former Minnesota farmer Oliver Hudson Kelley founds the Order of the Patrons of Husbandry (better known today as The Grange).
Manchester,53.4666648 -2.2333324,1867,11,23,"November 23 &ndash; The so-called Manchester Martyrs are hanged in Manchester, England for the murder of a policeman whilst attempting to rescue two Irish men from jail."
New York City,40.7166638 -74.0,1867,12,2,"December 2 &ndash; In a New York City theater, British author Charles Dickens gives his first public reading in the United States."
North Island,-38.3999984 175.7166638,1868,0,0,June &ndash; Titokowaru's War breaks out in the South Taranaki District of New Zealand's North Island between the Ngāti Ruanui Māori tribe and the New Zealand Government.
Australia,-35.2999988 149.1333328,1868,0,0,"Brisbane Grammar School is founded, providing the opportunity for secondary education for the first time in the colony of Brisbane in Australia."
Roman Catholic Archdiocese of Santa Fe,35.123666172 -106.691497234,1868,0,0,"The Roman Catholic See of Tucson is established as the Apostolic Vicariate of Arizona in 1868, taking its territory from the former Diocese of Santa Fe. The Diocese of Tucson is canonically erected on May 8, 1897."
Asunción,-25.2666656 -57.666664,1868,1,5,"January 5 &ndash; War of the Triple Alliance: Brazilian Army commander Luís Alves de Lima e Silva enters Asunción, Paraguay's capital. Some days later he declares the war is over. Nevertheless, Francisco Solano López, Paraguay's president, prepares guerrillas to fight in the countryside."
War Office,51.50333132 -0.122166178,1868,2,13,February 13 &ndash; The British War Office sanctions the formation of what becomes the Army Post Office Corps.
New York City,40.7166638 -74.0,1868,2,16,February 16 &ndash; In New York City the Jolly Corks organization is renamed the ''Benevolent and Protective Order of Elks'' (BPOE).
France,47 2,1868,3,0,"March &ndash; French geologist Louis Lartet discovers the first identified skeletons of Cro-Magnon, the first early modern humans (early ''Homo sapiens sapiens''), at Abri de Crô-Magnon, a rock shelter at Les Eyzies, Dordogne, France."
University of Virginia,38.035 -78.505,1868,3,1,March 1 &ndash; The Pi Kappa Alpha Fraternity is founded at the University of Virginia.
California,35.458606 -119.355165,1868,3,23,"March 23 &ndash; The University of California is founded in Oakland, California when the Organic Act is signed into California law."
Hampton Virginia,37.03416653 -76.355998576,1868,4,1,"April 1 &ndash; The Hampton Normal and Agricultural Institute is established in Hampton, Virginia."
Amba Mariam,11.1999992 39.2833322,1868,4,9,"April 9 &ndash; Emperor Tewodros II of Ethiopia massacres at least 197, perhaps more, of his own people at Magdala. These were prisoners who had been, for the most part, incarcerated for very trivial offenses, and were killed for asking for bread and water."
United Kingdom,51.499998 -0.1166662,1868,5,26,May 26 &ndash; Fenian bomber Michael Barrett becomes the last person publicly hanged in Britain.
Parc de Saint-Cloud,48.83582999 2.208832498,1868,5,31,"May 31 &ndash; The first popular bicycle race is held at Parc de Saint-Cloud, Paris."
Manchester,53.4666648 -2.2333324,1868,6,2,"June 2 &ndash; The first Trades Union Congress is held in Manchester, England."
London,51.504331316 -0.123166174,1868,7,5,"July 5 &ndash; Preacher William Booth establishes the Christian Mission, predecessor of the Salvation Army, in the East End of London."
Wyoming,43 -107.5,1868,7,25,July 25 &ndash; Wyoming becomes a United States territory.
United Kingdom,51.499998 -0.1166662,1868,8,20,August 20 &ndash; Abergele Train Disaster in  Wales: An ''Irish Mail'' passenger train collides with 4 cargo trucks loaded with paraffin: 33 are killed (the first major train disaster in Britain).
United Kingdom,51.499998 -0.1166662,1868,8,22,"August 22 &ndash; The Yangzhou riot in China targets a station of the China Inland Mission, and nearly leads to war between Britain and China."
Sewanee Tennessee,35.200665864 -85.919496322,1868,9,18,"September 18 &ndash; The University of the South holds its first convocation in Sewanee, Tennessee."
66th Street (Manhattan),40.76577 -73.963036,1868,10,6,"October 6 &ndash; The City of New York grants Mount Sinai Hospital a 99-year lease for a property on Lexington Avenue and 66th Street, for the sum of $1.00."
New Zealand,-41.2833322 174.4499982,1868,11,2,"November 2 &ndash; New Zealand officially adopts nationally observed standard time, and is perhaps the first country to do so."
Battle of Washita River,35.6099642268 -99.6852639256,1868,11,27,"November 27 &ndash; Indian Wars &ndash; Battle of Washita River: In the early morning, United States Army Lieutenant Colonel George Armstrong Custer leads an attack on a band of Cheyenne living on reservation land with Chief Black Kettle, killing 103 Cheyenne."
Australia,-35.2999988 149.1333328,1869,0,0,The British Parliament ends transportation to Australia as punishment for criminals.
David Livingstone,51.499444 -0.1275,1869,0,0,"James Gordon Bennett, Jr. of the New York Herald asks Henry Morton Stanley to find Dr. Livingstone."
Manchester,53.4666648 -2.2333324,1869,0,0,The co-operative Central Board (later Co-operatives UK) is founded in Manchester.
France,47 2,1869,0,0,"The opposition, consisting of republicans, monarchists and liberals, polls almost 45% of the vote in France."
Philadelphia,39.952414 -75.146301,1869,0,0,Marcus Jastrow arrives in the United States to become rabbi of Congregation Rodeph Shalom in Philadelphia.
Farmington Senior High School (Minnesota),44.6491 -93.1972,1869,0,0,Farmington Senior High School (Minnesota) is built
Madagascar,-18.916663 47.5166646,1869,2,20,"February 20 &ndash; Ranavalona II, the Merina Queen of Madagascar, is baptized."
North German Confederation,52.5166646 13.3999984,1869,3,1,"March 1 &ndash; North German Confederation issues 10gr and 30gr value stamps, printed on goldbeater's skin."
North Island,-38.3999984 175.7166638,1869,3,24,March 24 &ndash; Titokowaru's War ends with surrender of last Māori troops at large in the South Taranaki District of New Zealand's North Island .
West Lafayette Indiana,40.441935 -86.912409,1869,5,6,"May 6 &ndash; Purdue University is founded in West Lafayette, Indiana."
New York,43 -75,1869,5,15,"May 15 &ndash; Woman's suffrage: In New York, Susan B. Anthony and Elizabeth Cady Stanton form the National Woman's Suffrage Association."
London,51.504331316 -0.123166174,1869,5,22,"may 22 &ndash; Sainsbury's first store in Drury Lane, London, opened."
Massachusetts,42.3 -71.8,1869,5,26,May 26 &ndash; Boston University is chartered by the Commonwealth of Massachusetts.
India,21 78,1869,6,2,"June 2 &ndash; Sherwood College is founded in Nainital, India."
University of Bucharest,44.434664928 26.1006695973,1869,7,4,July 4 &ndash; The University of Bucharest is founded.
Wallace Monument,56.136499454 -3.918829658,1869,9,11,"September 11 &ndash; Work on the Wallace Monument is completed in Stirling, Scotland."
Princeton University,40.34873 -74.65931,1869,11,6,November 6 &ndash; The first game of American Football between two American colleges is played.  Rutgers University defeats Princeton University 6–4 in a forerunner to American football and College football.
Red Sea,22.0 38.0,1869,11,17,"November 17 &ndash; In Egypt, the Suez Canal, linking the Mediterranean Sea with the Red Sea, is inaugurated in an elaborate ceremony."
Cutty Sark,51.476331428 -0.00583331,1869,11,23,"November 23 &ndash; In Dumbarton, Scotland, the last surviving clipper ship, ''Cutty Sark'', is launched."
Gallatin Missouri,39.907163038 -93.957162838,1869,12,7,"December 7 &ndash; American outlaw Jesse James commits his first confirmed bank robbery in Gallatin, Missouri."
University of Virginia,38.035 -78.505,1869,12,10,December 10 &ndash; The first American chapter of Kappa Sigma is founded at the University of Virginia.
Wyoming,43 -107.5,1869,12,10,"December 10 &ndash; The Wyoming territorial legislature gives women the right to vote, the first such law in the world."
Asunción,-25.2666656 -57.666664,1869,12,31,December 31 &ndash; Triple Alliance forces take Asunción.
India,21 78,1870,0,0,Infanticide is banned in India.
India,21 78,1870,0,0,Just one of the 916 members of the Indian Civil Service is Indian.
Brooklyn Bridge,40.70569 -73.99639,1870,1,1,Plans for the Brooklyn Bridge are completed.
Brooklyn Bridge,40.70569 -73.99639,1870,1,3,January 3 &ndash; Construction of the Brooklyn Bridge begins.
John D. Rockefeller,41.511 -81.591,1870,1,10,January 10 &ndash; John D. Rockefeller incorporates Standard Oil.
Virginia,37.5 -79,1870,1,26,January 26 &ndash; Reconstruction: Virginia rejoins the Union.
DePauw University,39.6382074472 -86.8561315755,1870,1,27,"January 27 &ndash; The first college sorority, Kappa Alpha Theta, is established at DePauw University."
Australia,-35.2999988 149.1333328,1870,2,1,"February 1 &ndash; Goodna State School in Goodna, Queensland, Australia is founded."
Anaheim California,33.836165 -117.889769,1870,2,10,"Anaheim, California is incorporated."
Utah,39.5 -111.5,1870,2,12,February 12 &ndash; Women gain the right to vote in Utah Territory.
Mississippi,33 -90,1870,2,23,February 23 &ndash; Military control of Mississippi ends and it is readmitted to the Union.
Mississippi,33 -90,1870,2,25,"February 25 &ndash; Hiram Rhodes Revels, a Republican from Mississippi, is sworn into the United States Senate, becoming the first African American ever to sit in the U.S. Congress."
Manitoba,55.0666664 -97.5166646,1870,3,4,March 4 &ndash; Thomas Scott is executed by Louis Riel's provisional government during the Red River Rebellion in modern day Manitoba Canada.
Syracuse University,43.03767 -76.13399,1870,3,24,March 24 &ndash; Syracuse University is established and officially opens.
Texas,31 -100,1870,3,30,Texas is readmitted to the Union following Reconstruction.
Manitoba,55.0666664 -97.5166646,1870,5,12,May 12 &ndash; The Canadian province of Manitoba is created in response to Louis Riel's Red River Rebellion.
Nelson College,-41.284665528 173.272665576,1870,5,14,"May 14 &ndash; The first rugby match is played in New Zealand, between the Nelson Football Club and Nelson College."
South Australia,-30.0 135.0,1870,5,24,"May 24 &ndash; The Port Adelaide Football Club plays their first match of Australian rules football at Buck's Flat, Glanville, South Australia."
France,47 2,1870,7,13,July 13 &ndash; The ''Ems Dispatch'' serves as a reason for a war between Prussia and France.
Georgia (U.S. state),33 -83.5,1870,7,15,"July 15 &ndash; Reconstruction: Georgia becomes the last former Confederate state to be readmitted to the Union, and the C.S.A. is dissolved."
France,47 2,1870,7,19,July 19 &ndash; Franco-Prussian War: France declares war on Prussia.
France,47 2,1870,9,2,"September 2 &ndash; Franco-Prussian War &ndash; Battle of Sedan: Prussian forces defeat the French armies and take emperor Napoleon III and 100,000 of his soldiers prisoner at Sedan."
Papal States,42.819330056 12.60166426,1870,9,20,"September 20 &ndash; With ''Bersaglieri'' soldiers entering Rome at Porta Pia, the unification of Italy is completed, ending the last remnant of the Papal States."
Italy,41.8999964 12.4833314,1870,10,2,"October 2 &ndash; A plebiscite held in Rome supports, by 133,681 votes to 1,507, the annexation of the city by Italy."
Italy,41.8999964 12.4833314,1870,10,6,October 6 &ndash; Rome becomes the capital of unified Italy.
Alsace,48.499998 7.499998,1871,0,0,The provinces of Alsace and Lorraine are transferred from France to Germany.
Troy,39.954496182 26.23666572,1871,0,0,Heinrich Schliemann begins the excavation of Troy.
New York,43 -75,1871,0,0,William M. Tweed serves his last year as the Boss of the Tammany Hall political machine in New York.
John D. Rockefeller,41.511 -81.591,1871,0,0,The South Improvement Company is formed by John D. Rockefeller and a group of major railroad interests in an early effort to organize and control the petroleum industry in the U.S.A.
Korea,38.3166654 127.2333324,1871,0,0,"The Ameican minister to China takes five warships to attempt to open up Korea, but his forces leave after exchanges of fire result in 250 Koreans dying and the Korean government still unwilling to make any concessions."
Maine,45.5 -69,1871,0,0,"Virginia adopts a new Constitution, taking into account of, among other things, all of the counties that had left Virginia in 1863 to form the new non-slave state of West Virginia and became a new state of the United States, with all of the rights and privileges thereof. This exiting of one state to form a new one has never been done otherwise without the permission / consent of the Legislature of the one involved, as was done in the cases of Vermont, Kentucky, and Maine."
Dijon,47.319832054 5.038166514,1871,1,21,January 21 &ndash; Giuseppe Garibaldi's group of French and Italian volunteer troops in support of the French Third Republic win a battle against the Prussians in Dijon.
North Carolina,35.5 -80,1871,3,22,"March 22 &ndash; In North Carolina, William Holden becomes the first governor of a U.S. state to be removed from office by impeachment."
Nebraska,41.5 -100,1871,3,22,"March 22 &ndash; The U.S. Army issued an order for the abandonment of Fort Kearny, Nebraska."
Royal Albert Hall,51.5005646644 -0.17312764082,1871,3,29,March 29 &ndash; The Royal Albert Hall is opened by Queen Victoria.
France,47 2,1871,5,10,"May 10 &ndash;  France surrenders, ending the Franco-Prussian War."
London,51.504331316 -0.123166174,1871,5,11,May 11 &ndash; The first trial of the case of Tichborne Claimant begins in the London Court of Common Pleas.
Rigi-Bahnen,47.00583331 8.476498094,1871,5,21,"May 21 &ndash; Opening of the first rack railway in Europe, the Rigi-Bahnen on Mount Rigi."
Korea,38.3166654 127.2333324,1871,6,10,June 10 &ndash; Captain McLane Tilton leads 109 U.S. Marines in a naval attack on the Han River forts in Korea - the United States expedition to Korea
Durham University,54.773 -1.574,1871,6,18,"June 18 &ndash; The University Tests Act removes religious tests at Oxford, Cambridge and Durham universities."
British Columbia,54.8999964 -124.499998,1871,7,20,British Columbia joins the confederation of Canada.
Hayden Geological Survey of 1871,41.227744 -111.961193,1871,7,21,July 21 &ndash; August 26 &ndash; First ever photographs of Yellowstone National Park region taken by the photographer William Henry Jackson during Hayden Geological Survey of 1871
Yellowstone Lake,44.4666648 -110.3666652,1871,7,28,"July 28 &ndash; The ''Annie'', the first boat ever launched on Yellowstone Lake in Yellowstone National Park region."
Alaska,64 -153,1871,9,0,"September &ndash; Whaling Disaster of 1871: 1,219 people abandon 33 whaling ships caught in the ice pack off the northern coast of Alaska."
Great Chicago Fire,41.869313 -87.641791,1871,10,8,"October 8 &ndash; Four major fires break out on the shores of Lake Michigan in Chicago, Illinois, Peshtigo, Wisconsin, Holland, Michigan, and Manistee, Michigan. The Great Chicago Fire is the most famous of these, leaving nearly 100,000 people homeless, although the Peshtigo Fire kills as many as 2,500 people, making it the deadliest fire in United States history."
Wickenburg massacre,33.963072 -112.797253,1871,11,5,November 5 &ndash; Wickenburg massacre: six men travelling by stagecoach are reportedly murdered by the Yavapai Indians.
Lake Tanganyika,-6.499998 29.499998,1871,11,10,"November 10 &ndash; Henry Morton Stanley locates the missing explorer and missionary Dr. David Livingstone in Ujiji, near Lake Tanganyika, and greets him by saying Dr. Livingstone, I presume?"
New York,43 -75,1871,11,17,November 17 &ndash; The National Rifle Association is granted a charter by the state of New York.
Birmingham Alabama,33.524755 -86.81274,1871,12,19,"December 19 &ndash; The city of Birmingham, Alabama, is incorporated with the merger of three pre-existing towns."
Glasgow Green,55.8501549327 -4.23690238572,1872,0,0,May &ndash; Rangers F.C. play their first ever game on the public pitches of Glasgow Green.
Brazil,-15.749997 -47.9499962,1872,0,0,"In the aftermath of the War of the Triple Alliance, the new government of Paraguay makes peace with Brazil, grants reparations and territorial concessions."
Wyoming,43 -107.5,1872,0,0,U.S. government geologist Clarence King reveals the diamond hoax in Wyoming.
New Orleans,29.958829498 -90.068999724,1872,2,13,"February 13 &ndash; Rex, the most famous parade on Mardi Gras, parades for the first time in New Orleans for Grand Duke Alexei Mikhailovich of Russia."
Philippines,14.583331 121.0,1872,2,17,"February 17 &ndash; Execution of the Filipino priests: Jose Burgos, Mariano Gomez, and Jacinto Zamora in Bagumbayan Fields, Manila, Philippines."
New York City,40.7166638 -74.0,1872,2,20,"February 20 &ndash; In New York City, the Metropolitan Museum of Art closes for urban renovation."
Great Britain,53.826 -2.422,1872,3,11,"March 11 &ndash; Work begins erecting the Seven Sisters Colliery, South Wales, located on one of the richest coal sources in Britain."
Lone Pine California,36.586164322 -118.051166462,1872,3,26,"March 26 &ndash; An earthquake with an estimated magnitude of 7.2 strikes Lone Pine, California."
France,47 2,1872,5,22,"Georges Bizet's comic opera Djamileh premieres at the Opera-Comique in Paris, France."
Society of Jesus,41.9008130634 12.4563648412,1872,7,4,July 4 &ndash; The Society of Jesus is pronounced illegal in the German Empire.
British Honduras,17.4833314 -88.1833326,1872,9,1,September 1 &ndash; A group of Icaiche Maya under Marcos Canul attack Orange Walk Town in British Honduras; the British send troops against them.
New York City,40.7166638 -74.0,1872,9,26,September 26 &ndash; The first Shriners Temple (called Mecca) is established in New York City.
Mary Celeste,38.333332 -17.249999,1872,11,7,"November 7 &ndash; The ''Mary Celeste'' sets sail from New York; bound for Genoa, Italy."
Massachusetts,42.3 -71.8,1872,11,9,"November 9 &ndash; Great Boston Fire of 1872: In Boston, Massachusetts, a large fire begins to burn on Lincoln Street (the 2-day event destroys about 65 acres (0.3&nbsp;km²) of the city, 776 buildings, much of the financial district and causes US$60 million in damage)."
Hamilton Crescent,55.8701115195 -4.30531377874,1872,11,30,"November 30 &ndash; First international football match to be recognised (retrospectively) by FIFA as official takes place at Hamilton Crescent, Scotland; the result is Scotland 0, England 0. Earlier international soccer matches had already taken place in 1870, in 1871 and again in 1872 at the Oval, London."
United Kingdom,51.499998 -0.1166662,1872,12,4,December 4 &ndash; The now-crewless American ship ''Mary Celeste'' is found (still seaworthy) by the British brig ''Dei Gratia''.
Springwell Pit Disaster,52.67 -2.466,1872,12,6,"December 6 &ndash; The Springwell Pit Disaster (a coal-mining incident) in Dawley, UK claims eight lives."
Portsmouth,50.8166634 -1.083333,1872,12,21,December 21 &ndash; ''HMS Challenger'' sails from Portsmouth on the 4-year scientific expedition that lays the foundation for the science of oceanography.
Llanelidan,53.0333332 -3.333332,1873,0,0,"December &ndash;  Major Walter Clopton Wingfield designed and patented a similar game — which he called sphairistike (Greek: σφάίρίστική, from ancient Greek meaning skill at playing at ball), and was soon known simply as sticky — for the amusement of his guests at a garden party on his estate of Nantclwyd, in Llanelidan, Wales."
North America,48.166666 -100.166666,1873,0,0,"Royal Montreal Club in Montreal, Quebec, the first permanent golf club in North America"
St Mary's School (Calne),51.441 -2.008,1873,0,0,"St Mary's School, Calne"
Clydebank High School,55.91298 -4.41253,1873,0,0,"Clydebank High School, Clydebank, Scotland"
United Kingdom,51.499998 -0.1166662,1873,0,0,"The United Kingdom declares war against Ghana's King Kofi KariKari, who is involved in the trading of slaves. The war ends by July and the British establish the Gold Coast Colony."
Fray Bentos,-33.1333328 -58.2999988,1873,0,0,"Liebig's Extract of Meat Company begin producing tinned corned beef, sold under the label Fray Bentos from the town in Uruguay where it is processed."
Veracruz Veracruz,19.1848 -96.1296,1873,0,0,"In Mexico, the Veracruz to Mexico City railroad is completed."
Zanzibar,-6.1333328 39.3166654,1873,0,0,"Britain puts pressure on Sultan Barghash Sayyid, who closes slave markets in Zanzibar."
New York,43 -75,1873,0,0,"Centennial Park is officially completed in New York City, New York."
Long Island,40.8 -73.3,1873,0,0,Nine Pekin ducks are imported to Long Island (the first in the United States).
Nova Scotia,45.2166658 -62.6999972,1873,4,1,"April 1 &ndash; The British steamer RMS ''Atlantic'' sinks off Nova Scotia, killing 547."
Illinois,41.278216 -88.380238,1873,5,0,"May &ndash; Henry Rose exhibits barbed wire at an Illinois county fair, which is taken up by Joseph Glidden and Jacob Haish, who invent a machine to mass-produce it."
Manchester New Hampshire,42.985162726 -71.450998196,1873,5,20,"Levi Strauss and Jacob Davis received United States patent#139121 for using copper rivets to strengthen the pockets of denim work pants. Levi Strauss & Co. began manufacturing the famous Levi's brand of jeans, using fabric from the Amoskeag Manufacturing Company in Manchester, New Hampshire."
Royal Canadian Mounted Police,45.42 -75.66,1873,5,23,The Canadian Parliament establishes the North-West Mounted Police (which is renamed the Royal Canadian Mounted Police in 1920).
Tripoli Lebanon,34.4333316 35.8499966,1873,5,28,"C. Laan brings order to the chaos created by the dockworker riots of Tripoli, Lebanon."
Khiva,41.3833318 60.3666652,1873,5,28,"The city of Khiva falls to Imperial Russian forces, under the command of General Konstantin Petrovich Von Kaufman."
London,51.504331316 -0.123166174,1873,6,9,June 9 &ndash; Alexandra Palace in London is destroyed by fire only a fortnight after its opening.
Prince Edward Island,46.333332 -63.499998,1873,7,1,July 1 &ndash; Prince Edward Island joins the Canadian Confederation.
Adair Iowa,41.499998 -94.639664108,1873,7,21,"July 21 &ndash; At Adair, Iowa, Jesse James and the James-Younger Gang pull off the first successful train robbery in the American Old West (US$3,000 from the Rock Island Express)."
