FILE	T308_05745	T308_01980	pbp1A	pepN	spr1868	MYY_1559	SPNOXC_18220	SPCG_0300	folC	SP_0994	T308_07955	proS	SP_1378	glmU	pfkA	SPH_0698	gltX	SPP_1577	SPH_2221	SPH_0011	mraW	ABC-MSP	SPNINV200_04030	SPN23F_03890	groEL	fmt	SPN23F_06830	SP_0801	SP_1369	lysA	spr0747	SPH_2425	SPG_0791	hrcA	mutM	sulD	recF	MYY_0732	deoB	rseP	T308_09660	SPAP_0959	dapA	SPCG_0009	SPNOXC_10430	SPH_1568	SPNINV200_01840	sufB	SP70585_1946	recX	SPH_1677	proC	engC	dnaB	SPH_0901	SPCG_0004	glcK	trxB	T308_07675	SPNINV200_19970	HMPREF1038_01932	SPG_1501	SPCG_1853	deoC	SPCG_1945	SPCG_1937	pgk	ftsZ	SPN23F_19960	SP_1388	SP_1893	nagA	coaE	SPNA45_02072	INV104_10950	SPN23F_14690	dapB	SPCG_1000	spr1655	SPNOXC_13960	cpoA	thyA	rnz	SP670_2364	nadD	exoA	SPH_0308	accC	era	MYY_0831	SPCG_0199	SPT_0815	SPN23F_14860	SPN034156_10190	trsA	lgt	carA	adk	ulaD	pstS	SP_0204	recU	spr1158	T308_01440	SPNA45_00786	rpe2	spr0664	dnaQ	spr1400	SPAP_1556	amiF	rnc	INV104_16000	T308_05720	gla	HMPREF1038_01632	SPCG_0812	nagB	frr	T308_00050	fabG	HMPREF0837_11925	eutD	nrdF	SP70585_1168	pstB2	SP70585_0662	rpoA	SPCG_1623	T308_02840	spr2028	pstB3	deoR	SPN034156_04020	SPCG_1487	ctsR	secY	HMPREF1038_01954	SPJ_1559	HMPREF1038_01728	spr0488	nrdG	T308_10820	T308_10680	codY	SPNOXC_15600	nifU	thiW	gapA	upp	T308_08170	SPH_1611	rplB	hpt	SP670_0262	HMPREF1038_00527	SPNINV200_13110	HMPREF1038_00979	T308_05785	spr0026	T308_06415	SP_1580	ftsE	pgsA	SPAP_0270	pyrH	SP670_2107	psaC	gpmA	SPJ_0703	T308_03580	fabZ	clpP	SP670_1952	SP670_1938	dut	MYY_0778	rplC	T308_03475	HMPREF0837_10669	T308_08525	T308_08805	rplI	ciaR	MYY_1563	SPCG_0966	T308_06605	rnpA	lspA	SPP_1560	SPCG_0306	ftsL	T308_04825	T308_10715	rplU	SPNA45_00008	rpsI	SPP_1430	spr1316	SPP_1761	accB	rpsH	MYY_0416	T308_01970	rpsM	SPH_1429	spr0980	rpsE	rpsG	T308_04655	SPH_0772	spxA	rplX	rpsJ	SPNA45_01833	rplN	T308_05750	rplT	SPAP_0276	SP670_2349	SPNOXC_15380	rpsR	rpsL	rplW	infA	SPCG_1446	asp23	pyrR	T308_01120	rpsO	rplP	rpsQ	T308_03960	T308_01145	rpsS	rpmC	rpmI
6755_1#22	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	7	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	14	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	13	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6899_5#24	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	35	3	2	4	2	3	4	4	4	4	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	8	2	2	4	13	20	2	2	2	3	1	4	26	2	1	3	4	4	2	2	3	2	2	3	3	7	2	3	2	2	28	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	3	2	3	1	2	3	1	2	1	2	3	4	18	2	3	2	2	3	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	2	2	1	3	2	2	6	2	2	1	1	3	1	1	1	2	2	2	1	3	3	3	2	7	1	1	2	2	2	2	1	2	2	2	14	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6736_8#14	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	9	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
7011_5#14	54	52	5	38	41	2	44	10	47	4	50	28	4	7	3	19	33	1	31	2	2	3	1	2	2	33	2	29	35	10	2	29	1	8	29	4	22	7	2	19	18	7	9	2	14	28	14	3	6	29	7	9	3	4	2	10	2	5	1	3	4	5	3	2	3	18	2	4	6	4	1	3	20	1	2	1	3	7	2	4	3	3	2	2	23	2	8	2	3	2	2	1	8	2	1	5	3	16	3	3	4	10	21	2	4	3	5	20	3	1	3	16	2	2	2	3	3	2	2	3	12	3	2	2	1	2	2	1	2	3	2	4	4	2	2	2	2	3	3	2	2	7	2	1	1	13	2	3	2	3	2	2	1	1	1	5	2	3	1	2	7	1	1	3	1	2	2	2	2	2	1	2	2	3	4	9	2	1	1	6	2	2	1	2	1	2	2	3	3	2	10	1	2	1	2	2	1	1	6	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7054_4#6	1	1	4	2	11	2	4	4	10	2	1	4	30	4	2	4	3	31	4	2	3	3	2	4	2	3	4	41	2	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	37	3	4	1	2	2	4	5	1	3	3	2	2	2	4	2	2	2	2	4	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	6	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	21	3	6	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	11	3	1	10	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	12	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6731_5#9	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	26	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	38	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6630_2#2	54	52	5	38	41	2	44	10	47	4	50	28	4	7	3	40	33	1	31	2	2	3	1	2	2	33	2	29	35	10	2	2	1	8	29	4	22	7	2	19	18	7	9	2	14	28	14	3	6	29	7	9	3	4	2	10	2	5	1	35	4	3	3	2	3	41	2	4	6	4	1	3	20	1	2	1	3	7	9	20	24	3	8	2	23	3	8	2	3	2	2	1	8	2	1	5	3	16	3	3	4	10	21	2	4	3	5	20	7	1	3	16	19	2	2	3	3	2	2	3	12	3	2	2	1	2	2	1	2	3	2	4	4	2	2	4	2	3	3	2	2	7	2	1	1	13	2	3	2	3	2	2	1	1	1	5	2	3	1	2	7	2	1	3	1	2	2	2	2	2	1	2	2	3	4	9	2	1	1	6	2	2	1	9	1	2	2	3	3	15	12	1	2	1	2	2	1	1	6	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6259_8#2	1	1	4	2	11	2	4	4	19	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	45	4	4	4	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	9	4	2	2	4	13	2	2	2	2	3	1	4	2	2	1	3	4	4	2	2	3	2	2	3	3	2	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	3	2	3	1	2	3	1	2	1	2	3	4	4	2	3	2	2	3	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	2	2	1	3	2	2	6	2	2	1	1	3	1	1	1	2	2	2	1	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
7038_5#12	54	52	5	38	41	2	44	10	65	4	50	28	4	7	3	40	33	1	31	2	2	3	1	2	2	33	2	29	35	10	2	2	1	8	29	4	22	7	2	19	18	7	9	2	14	28	14	3	6	29	7	9	3	4	2	10	4	5	21	3	31	3	3	2	3	18	2	4	6	4	1	3	20	1	2	1	3	7	9	20	3	3	8	2	23	3	8	2	3	2	2	1	8	2	1	5	3	16	3	3	4	10	21	2	4	3	5	20	3	1	3	16	19	2	2	3	3	2	2	3	12	3	2	2	1	2	2	1	2	3	2	4	4	2	2	4	2	3	3	2	2	7	2	1	1	13	2	3	2	3	2	2	1	1	1	5	2	3	1	2	7	2	1	3	1	2	14	2	2	2	1	2	2	3	4	9	2	1	1	6	2	2	1	2	11	2	2	3	3	2	12	1	1	1	2	2	1	1	6	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6807_2#24	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	27	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6823_3#18	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	39	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	16	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6680_5#11	1	1	4	2	4	2	2	4	10	2	98	4	12	4	2	4	3	4	3	2	3	3	2	4	2	3	1	4	4	4	3	2	3	4	4	3	4	2	2	1	4	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	4	2	2	4	13	2	2	2	2	3	3	4	2	2	1	3	4	4	2	2	3	2	2	3	3	7	2	3	2	4	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	3	2	3	1	2	3	1	2	1	2	2	4	4	2	3	2	2	3	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	2	2	1	3	2	2	6	2	2	1	1	3	1	1	1	2	2	2	1	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6755_4#12	101	106	37	74	38	2	79	75	84	3	10	4	78	35	2	10	15	4	6	1	2	3	2	6	10	37	24	45	14	42	10	2	14	42	29	45	37	39	2	1	6	3	15	2	32	5	2	3	3	51	8	3	3	26	2	2	4	36	1	5	2	17	3	6	29	3	2	2	3	2	29	3	20	2	7	1	5	13	9	2	23	9	2	31	2	3	6	2	3	6	2	2	16	2	3	19	3	4	1	3	4	3	3	9	3	2	15	2	12	1	3	6	2	2	3	3	2	28	2	5	2	3	2	2	1	2	4	1	2	2	2	4	15	9	17	4	2	2	3	2	2	7	5	1	2	2	2	2	3	13	2	2	1	2	1	2	2	2	1	2	6	1	3	2	1	2	2	2	2	2	1	2	2	2	1	2	2	1	1	2	5	1	1	2	1	2	2	3	2	19	2	1	1	1	2	2	1	1	1	2	9	2	6	3	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	5	2	3	2	1	1	1	1	1	2	1	1	1	1
6823_3#1	83	82	5	2	5	35	64	8	19	5	37	4	64	5	2	10	2	2	8	6	2	3	1	3	2	32	2	12	2	2	10	2	14	18	4	4	42	11	2	1	32	7	6	2	4	4	20	3	6	9	29	13	32	1	2	2	5	2	1	3	2	5	2	17	18	33	2	4	3	2	1	3	5	25	2	1	3	5	9	28	3	3	2	2	14	3	2	2	3	2	2	2	4	2	3	9	3	25	3	3	4	3	27	2	9	2	12	4	12	1	3	5	4	2	2	2	2	2	23	3	2	3	2	2	1	2	5	1	2	2	2	3	5	2	2	4	2	3	2	2	2	7	6	1	1	19	2	3	2	3	2	2	1	2	9	2	15	2	2	13	6	2	1	2	1	2	2	2	2	2	1	3	2	3	4	13	2	7	1	2	2	2	1	2	1	2	2	3	3	3	2	1	1	1	2	2	1	1	1	2	2	2	6	11	7	2	2	1	1	2	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6871_1#1	1	1	4	2	11	2	4	4	10	2	1	4	12	4	3	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	8	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	2	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	9	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
7011_6#14	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	33	2	4	3	4	1	2	2	4	5	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	6	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	3	1	2	1	2	11	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6731_4#4	1	1	4	2	11	2	4	4	10	2	98	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	4	4	4	3	2	3	12	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	4	2	2	4	13	2	2	2	2	3	1	4	2	2	1	3	4	4	2	2	3	2	2	3	3	8	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	34	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	3	2	3	1	3	3	1	2	1	2	3	4	4	2	3	2	2	3	2	2	3	1	1	2	2	3	18	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	2	2	1	3	2	2	6	2	2	1	1	3	1	1	1	2	2	2	1	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	12	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	6	1	1	1	1	2	1	1	1	1
6680_5#18	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	37	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6680_6#8	1	1	4	2	11	2	4	4	10	2	98	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	4	4	4	46	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	4	2	2	4	13	2	2	2	2	3	1	4	2	2	1	3	4	4	2	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	8	1	3	3	5	1	3	2	2	2	2	3	3	3	2	3	1	2	3	1	2	1	2	3	4	4	2	3	2	2	3	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	2	2	1	3	2	2	6	2	2	1	1	3	1	1	1	2	2	2	1	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6972_3#13	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	10	1	1	1	2	1	1	1	1
6259_8#16	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	25	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	17	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6730_4#18	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	5	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	19	1	2	3	6	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6823_3#11	1	1	4	2	11	60	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6938_6#22	54	52	5	38	41	2	44	10	47	4	50	28	4	7	3	19	33	1	31	2	2	3	1	2	2	33	2	29	35	10	2	29	1	8	29	4	22	7	2	19	18	7	9	2	14	28	14	3	6	29	7	9	3	4	2	10	2	5	1	3	4	5	3	2	3	18	2	4	6	4	1	3	20	1	2	1	3	7	2	4	3	3	2	2	23	2	8	2	3	2	2	1	8	2	1	5	3	16	3	3	4	10	21	2	4	3	5	20	3	1	3	16	2	2	2	3	3	2	2	3	12	3	2	2	1	2	2	1	2	3	2	4	4	2	2	2	2	3	3	2	2	7	2	1	1	13	2	3	2	3	2	2	1	1	1	22	2	3	1	2	7	1	1	3	1	2	2	2	2	2	1	2	2	3	4	9	2	1	1	6	2	2	1	2	1	2	2	3	3	2	10	1	2	1	2	2	1	1	6	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6899_6#19	54	52	5	38	41	2	44	10	47	4	50	28	4	7	3	40	33	1	31	2	2	3	1	2	2	33	2	29	35	10	2	2	1	8	29	4	22	7	2	19	18	7	9	2	14	28	14	3	6	29	7	9	3	4	2	10	2	5	1	35	4	3	3	2	3	18	2	4	6	4	1	3	20	1	2	1	3	7	9	20	3	3	8	2	23	3	8	2	3	2	2	1	8	2	1	5	3	16	3	3	4	10	21	2	4	3	5	20	7	1	3	16	19	2	2	3	3	2	2	3	12	3	2	2	1	2	2	1	2	3	2	4	4	2	2	4	2	3	3	2	2	7	2	1	1	13	2	3	2	3	2	2	1	1	1	5	2	3	1	2	7	2	1	3	1	2	2	2	2	2	21	2	2	3	4	9	2	1	1	6	2	2	1	9	1	2	2	3	3	15	12	1	2	1	2	2	1	1	6	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6631_4#19	83	125	128	2	47	2	94	8	10	2	37	4	64	4	3	4	9	4	8	2	74	6	2	53	2	3	2	12	70	4	3	2	1	4	4	4	2	53	2	1	9	2	6	3	5	4	2	3	2	13	4	3	5	1	2	2	3	42	1	10	3	10	3	2	18	3	2	2	3	2	3	14	5	2	2	2	3	5	4	34	2	3	2	2	14	3	42	2	3	2	13	1	4	2	1	9	3	16	3	3	4	5	36	5	4	2	4	3	30	1	3	3	2	2	3	3	3	2	2	36	1	3	2	3	1	2	3	1	2	1	15	2	20	2	2	31	2	23	2	2	2	3	1	1	1	2	2	3	2	3	2	3	1	1	1	1	2	2	2	2	7	15	3	2	1	2	4	2	2	2	1	3	2	15	4	18	2	1	1	3	2	7	1	2	1	2	2	3	1	3	2	20	1	1	2	2	1	1	1	2	2	2	4	2	7	13	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
