file	ST	CC	serotype	study	studyst
6631_1#21	4142	-	NT	Chewapreecha3000	-
6631_1#22	4136	-	NT	Chewapreecha3000	-
6631_1#23	6703	-	6B	Chewapreecha3000	-
6631_1#24	5101	-	NT	Chewapreecha3000	-
6631_2#1	6149	-	16F	Chewapreecha3000	-
6631_2#2	180	-	3	Chewapreecha3000	-
6631_2#3	217	-	1	Chewapreecha3000	-
6631_2#4	4412	-	35F	Chewapreecha3000	-
6631_2#5	447	-	37	Chewapreecha3000	-
6631_2#6	5120	-	4	Chewapreecha3000	-
6631_2#7	4422	-	6B	Chewapreecha3000	-
6631_2#8	448	-	NT	Chewapreecha3000	-
6631_2#9	4402	-	NT	Chewapreecha3000	-
6631_2#10	63	-	NT	Chewapreecha3000	-
6631_2#11	4130	-	NT	Chewapreecha3000	-
6631_2#12	4965	-	NT	Chewapreecha3000	-
6631_2#13	870	-	35F	Chewapreecha3000	-
6631_2#14	63	-	NT	Chewapreecha3000	-
6631_2#15	63	-	3	Chewapreecha3000	-
6631_2#16	4413	-	35C	Chewapreecha3000	-
6631_2#17	1439	-	34	Chewapreecha3000	-
6631_2#18	1439	-	3	Chewapreecha3000	-
6631_2#19	63	-	14	Chewapreecha3000	-
6631_2#20	4654	-	8	Chewapreecha3000	-
6631_2#21	SLV1439	-	35F	Chewapreecha3000	-
6631_2#22	448	-	NT	Chewapreecha3000	-
6631_2#23	338	-	23A	Chewapreecha3000	-
6631_2#24	63	-	14	Chewapreecha3000	-
6631_3#1	4404	-	6B	Chewapreecha3000	-
6631_3#2	802	-	23F	Chewapreecha3000	-
6631_3#3	241	-	18A	Chewapreecha3000	-
6631_3#4	DLV8406	-	19B	Chewapreecha3000	-
6631_3#5	63	-	14	Chewapreecha3000	-
6631_3#6	DLV4393	-	NT	Chewapreecha3000	-
6631_3#7	DLV3735	-	10B	Chewapreecha3000	-
6631_3#8	5092	-	32F	Chewapreecha3000	-
6631_3#9	6695	-	NT	Chewapreecha3000	-
6631_3#10	4407	-	6B	Chewapreecha3000	-
6631_3#11	4421	-	NT	Chewapreecha3000	-
6631_3#12	5101	-	NT	Chewapreecha3000	-
6631_3#13	802	-	23F	Chewapreecha3000	-
6631_3#14	5092	-	32A	Chewapreecha3000	-
6631_3#15	802	-	23F	Chewapreecha3000	-
6631_3#16	4451	-	NT	Chewapreecha3000	-
6631_3#17	4209	-	15B	Chewapreecha3000	-
6631_3#18	4136	-	NT	Chewapreecha3000	-
6631_3#19	3545	-	7F	Chewapreecha3000	-
6631_3#20	4113	-	10A	Chewapreecha3000	-
6631_3#21	SLV3735	-	10F	Chewapreecha3000	-
6631_3#22	4133	-	NT	Chewapreecha3000	-
6631_3#23	5095	-	19B	Chewapreecha3000	-
6631_3#24	5098	-	17F	Chewapreecha3000	-
6631_4#1	315	-	6A	Chewapreecha3000	-
6631_4#2	5122	-	NT	Chewapreecha3000	-
6631_4#3	4395	-	14	Chewapreecha3000	-
6631_4#4	SLV172	-	23A	Chewapreecha3000	-
6631_4#5	4130	-	NT	Chewapreecha3000	-
6631_4#6	81	-	19F	Chewapreecha3000	-
6631_4#7	458	-	3	Chewapreecha3000	-
6631_4#8	3545	-	7F	Chewapreecha3000	-
6631_4#9	4392	-	NT	Chewapreecha3000	-
6631_4#10	DLV6149	-	16F	Chewapreecha3000	-
6631_4#11	280	-	9V	Chewapreecha3000	-
6631_4#12	315	-	6B	Chewapreecha3000	-
6631_4#13	3735	-	10B	Chewapreecha3000	-
6631_4#14	4395	-	14	Chewapreecha3000	-
6631_4#15	2218	-	23F	Chewapreecha3000	-
6631_4#16	SLV5115	-	13	Chewapreecha3000	-
6631_4#17	1439	-	34	Chewapreecha3000	-
6631_4#18	4209	-	15B	Chewapreecha3000	-
6631_4#19	4409	-	NT	Chewapreecha3000	-
6631_4#20	6693	-	20	Chewapreecha3000	-
6631_4#21	99	-	11A	Chewapreecha3000	-
6631_4#22	4391	-	NT	Chewapreecha3000	-
6631_4#23	6707	-	23B	Chewapreecha3000	-
6631_4#24	DLV7578	-	35C	Chewapreecha3000	-
6631_5#1	4422	-	6B	Chewapreecha3000	-
6631_5#2	SLV4391	-	NT	Chewapreecha3000	-
6631_5#3	4395	-	14	Chewapreecha3000	-
6631_5#4	5095	-	19B	Chewapreecha3000	-
6631_5#5	63	-	14	Chewapreecha3000	-
6631_5#6	5094	-	5	Chewapreecha3000	-
6631_5#7	5094	-	5	Chewapreecha3000	-
6631_5#8	6692	-	33B	Chewapreecha3000	-
6631_5#9	4402	-	28F	Chewapreecha3000	-
6631_5#10	63	-	14	Chewapreecha3000	-
6631_5#11	SLV5103	-	21	Chewapreecha3000	-
6631_5#12	4965	-	15A	Chewapreecha3000	-
6631_5#13	870	-	18C	Chewapreecha3000	-
6631_5#14	63	-	14	Chewapreecha3000	-
6631_5#15	63	-	14	Chewapreecha3000	-
6631_5#16	4413	-	23F	Chewapreecha3000	-
6631_5#17	447	-	37	Chewapreecha3000	-
6631_5#18	1439	-	34	Chewapreecha3000	-
6631_5#19	99	-	11A	Chewapreecha3000	-
6631_5#20	448	-	NT	Chewapreecha3000	-
6631_5#21	81	-	19F	Chewapreecha3000	-
6631_5#22	63	-	14	Chewapreecha3000	-
6631_5#23	315	-	6B	Chewapreecha3000	-
6631_5#24	4411	-	NT	Chewapreecha3000	-
6631_6#1	63	-	14	Chewapreecha3000	-
6631_6#2	63	-	14	Chewapreecha3000	-
6631_6#3	280	-	9V	Chewapreecha3000	-
6631_6#4	4414	-	19F	Chewapreecha3000	-
6631_6#5	4134	-	NT	Chewapreecha3000	-
6631_6#6	63	-	14	Chewapreecha3000	-
6631_6#7	4136	-	NT	Chewapreecha3000	-
6631_6#8	99	-	11A	Chewapreecha3000	-
6631_6#9	4403	-	6A	Chewapreecha3000	-
6631_6#10	5094	-	5	Chewapreecha3000	-
6631_6#11	5120	-	4	Chewapreecha3000	-
6631_6#12	4413	-	23F	Chewapreecha3000	-
6631_6#13	4395	-	14	Chewapreecha3000	-
6631_6#14	236	-	19F	Chewapreecha3000	-
6631_6#15	1701	-	19A	Chewapreecha3000	-
6631_6#16	802	-	23F	Chewapreecha3000	-
6631_6#17	315	-	6B	Chewapreecha3000	-
6631_6#18	4389	-	3	Chewapreecha3000	-
6631_6#19	241	-	18A	Chewapreecha3000	-
6631_6#20	5092	-	32A	Chewapreecha3000	-
6631_6#21	4395	-	14	Chewapreecha3000	-
6631_6#22	6693	-	20	Chewapreecha3000	-
6631_6#23	SLV315	-	6A	Chewapreecha3000	-
6631_6#24	4407	-	6B	Chewapreecha3000	-
6631_7#1	4407	-	6B	Chewapreecha3000	-
6631_7#2	SLV5115	-	13	Chewapreecha3000	-
6631_7#3	1439	-	34	Chewapreecha3000	-
6631_7#4	4413	-	23F	Chewapreecha3000	-
6631_7#5	2752	-	35C	Chewapreecha3000	-
6631_7#6	5101	-	NT	Chewapreecha3000	-
6631_7#7	802	-	23F	Chewapreecha3000	-
6631_7#8	217	-	1	Chewapreecha3000	-
6631_7#9	5092	-	32F	Chewapreecha3000	-
6631_7#10	4451	-	NT	Chewapreecha3000	-
6631_7#11	6693	-	20	Chewapreecha3000	-
6631_7#12	2624	-	23F	Chewapreecha3000	-
6631_7#13	81	-	19F	Chewapreecha3000	-
6631_7#14	4395	-	14	Chewapreecha3000	-
6631_7#15	3735	-	10B	Chewapreecha3000	-
6631_7#16	DLV4589	-	NT	Chewapreecha3000	-
6631_7#17	156	-	9V	Chewapreecha3000	-
6631_7#18	DLV7747	-	48	Chewapreecha3000	-
6631_7#19	802	-	23F	Chewapreecha3000	-
6631_7#20	6690	-	19B	Chewapreecha3000	-
6631_7#21	338	-	23A	Chewapreecha3000	-
6631_7#22	SLV6711	-	35C	Chewapreecha3000	-
6631_7#23	3545	-	7F	Chewapreecha3000	-
6631_7#24	DLV1299	-	28F	Chewapreecha3000	-
6641_6#1	5092	-	32A	Chewapreecha3000	-
6641_6#2	4402	-	28F	Chewapreecha3000	-
6641_6#3	63	-	14	Chewapreecha3000	-
6641_6#4	4449	-	NT	Chewapreecha3000	-
6641_6#5	6692	-	33B	Chewapreecha3000	-
6641_6#6	6691	-	NT	Chewapreecha3000	-
6641_6#7	802	-	23F	Chewapreecha3000	-
6641_6#8	5101	-	NT	Chewapreecha3000	-
6641_6#9	802	-	23F	Chewapreecha3000	-
6641_6#10	5093	-	NT	Chewapreecha3000	-
6641_6#11	989	-	46	Chewapreecha3000	-
6641_6#12	4412	-	35F	Chewapreecha3000	-
6641_6#13	6692	-	33B	Chewapreecha3000	-
6641_6#14	6687	-	NT	Chewapreecha3000	-
6641_6#15	5093	-	NT	Chewapreecha3000	-
6641_6#16	3735	-	10B	Chewapreecha3000	-
6641_6#17	4130	-	NT	Chewapreecha3000	-
6641_6#18	4406	-	35F	Chewapreecha3000	-
6641_6#19	4414	-	19F	Chewapreecha3000	-
6641_6#20	5120	-	4	Chewapreecha3000	-
6641_6#21	3735	-	10B	Chewapreecha3000	-
6641_6#22	4209	-	15B	Chewapreecha3000	-
6641_6#23	4406	-	35F	Chewapreecha3000	-
6641_6#24	315	-	6B	Chewapreecha3000	-
6649_8#1	4421	-	NT	Chewapreecha3000	-
6649_8#2	802	-	23F	Chewapreecha3000	-
6649_8#3	SLV1778	-	34	Chewapreecha3000	-
6649_8#4	2355	-	17F	Chewapreecha3000	-
6649_8#5	99	-	11A	Chewapreecha3000	-
6649_8#6	458	-	3	Chewapreecha3000	-
6649_8#7	DLV4133	-	NT	Chewapreecha3000	-
6649_8#8	63	-	14	Chewapreecha3000	-
6649_8#9	4409	-	NT	Chewapreecha3000	-
6649_8#10	4422	-	6B	Chewapreecha3000	-
6649_8#11	4393	-	NT	Chewapreecha3000	-
6649_8#12	DLV5079	-	40	Chewapreecha3000	-
6649_8#13	3735	-	10B	Chewapreecha3000	-
6649_8#14	448	-	NT	Chewapreecha3000	-
6649_8#15	99	-	11A	Chewapreecha3000	-
6649_8#16	4391	-	NT	Chewapreecha3000	-
6649_8#17	4391	-	NT	Chewapreecha3000	-
6649_8#18	3784	-	4	Chewapreecha3000	-
6649_8#19	230	-	19A	Chewapreecha3000	-
6649_8#20	910	-	22A	Chewapreecha3000	-
6649_8#21	4133	-	NT	Chewapreecha3000	-
6649_8#22	982	-	6C	Chewapreecha3000	-
6649_8#23	4398	-	NT	Chewapreecha3000	-
6649_8#24	2218	-	23A	Chewapreecha3000	-
6664_1#1	6693	-	20	Chewapreecha3000	-
6664_1#2	SLV4138	-	NT	Chewapreecha3000	-
6664_1#3	4138	-	NT	Chewapreecha3000	-
6664_1#4	448	-	NT	Chewapreecha3000	-
6664_1#5	448	-	NT	Chewapreecha3000	-
6664_1#6	4389	-	3	Chewapreecha3000	-
6664_1#7	4395	-	14	Chewapreecha3000	-
6664_1#8	4404	-	6B	Chewapreecha3000	-
6664_1#9	4420	-	6C	Chewapreecha3000	-
6664_1#10	338	-	23A	Chewapreecha3000	-
6664_1#11	5092	-	32A	Chewapreecha3000	-
6664_1#12	63	-	14	Chewapreecha3000	-
6664_1#13	4422	-	6B	Chewapreecha3000	-
6664_1#14	4453	-	NT	Chewapreecha3000	-
6664_1#15	802	-	23F	Chewapreecha3000	-
6664_1#16	4142	-	NT	Chewapreecha3000	-
6664_1#17	1701	-	19A	Chewapreecha3000	-
6664_1#18	280	-	9V	Chewapreecha3000	-
6664_1#19	236	-	19F	Chewapreecha3000	-
6664_1#20	6693	-	20	Chewapreecha3000	-
6664_1#21	4136	-	NT	Chewapreecha3000	-
6664_1#22	156	-	9V	Chewapreecha3000	-
6664_1#23	6692	-	33B	Chewapreecha3000	-
6664_1#24	5092	-	32A	Chewapreecha3000	-
6680_4#1	4414	-	19F	Chewapreecha3000	-
6680_4#2	4133	-	NT	Chewapreecha3000	-
6680_4#3	81	-	19F	Chewapreecha3000	-
6680_4#4	4133	-	NT	Chewapreecha3000	-
6680_4#5	4414	-	19F	Chewapreecha3000	-
6680_4#6	5477	-	6A	Chewapreecha3000	-
6680_4#7	SLV4136	-	NT	Chewapreecha3000	-
6680_4#8	6689	-	21	Chewapreecha3000	-
6680_4#9	802	-	23F	Chewapreecha3000	-
6680_4#10	5095	-	19B	Chewapreecha3000	-
6680_4#11	unknown	-	NT	Chewapreecha3000	-
6680_4#12	1439	-	34	Chewapreecha3000	-
6680_4#13	2218	-	23F	Chewapreecha3000	-
6680_4#14	SLV4138	-	NT	Chewapreecha3000	-
6680_4#15	4136	-	NT	Chewapreecha3000	-
6680_4#16	4133	-	NT	Chewapreecha3000	-
6680_4#17	4418	-	35F	Chewapreecha3000	-
6680_4#18	DLV4138	-	NT	Chewapreecha3000	-
6680_4#19	5116	-	6B	Chewapreecha3000	-
6680_4#20	4136	-	NT	Chewapreecha3000	-
6680_4#21	4414	-	19F	Chewapreecha3000	-
6680_4#22	4414	-	19F	Chewapreecha3000	-
6680_4#23	4414	-	19F	Chewapreecha3000	-
6680_4#24	4414	-	19F	Chewapreecha3000	-
6680_5#1	448	-	NT	Chewapreecha3000	-
6680_5#2	4398	-	NT	Chewapreecha3000	-
6680_5#3	870	-	18C	Chewapreecha3000	-
6680_5#4	4398	-	NT	Chewapreecha3000	-
6680_5#5	901	-	13	Chewapreecha3000	-
6680_5#6	4451	-	NT	Chewapreecha3000	-
6680_5#7	4414	-	19F	Chewapreecha3000	-
6680_5#8	1701	-	19A	Chewapreecha3000	-
6680_5#9	SLV4142	-	NT	Chewapreecha3000	-
6680_5#10	4936	-	6A	Chewapreecha3000	-
6680_5#11	236	-	19F	Chewapreecha3000	-
6680_5#12	unknown	-	NT	Chewapreecha3000	-
6680_5#13	236	-	19F	Chewapreecha3000	-
6680_5#14	4209	-	15B	Chewapreecha3000	-
6680_5#15	4414	-	19F	Chewapreecha3000	-
6680_5#16	5123	-	33F	Chewapreecha3000	-
6680_5#17	4414	-	19F	Chewapreecha3000	-
6680_5#18	4414	-	19F	Chewapreecha3000	-
6680_5#19	4413	-	23F	Chewapreecha3000	-
6680_5#20	6710	-	16F	Chewapreecha3000	-
6680_5#21	SLV5477	-	6A	Chewapreecha3000	-
6680_5#22	4414	-	19F	Chewapreecha3000	-
6680_5#23	802	-	23F	Chewapreecha3000	-
6680_5#24	1583	-	19F	Chewapreecha3000	-
6680_6#2	SLV5477	-	6A	Chewapreecha3000	-
6680_6#3	802	-	23F	Chewapreecha3000	-
6680_6#4	4412	-	35F	Chewapreecha3000	-
6680_6#5	802	-	23F	Chewapreecha3000	-
6680_6#6	4390	-	NT	Chewapreecha3000	-
6680_6#7	448	-	NT	Chewapreecha3000	-
6680_6#8	236	-	19F	Chewapreecha3000	-
6680_6#9	5116	-	6B	Chewapreecha3000	-
6680_6#10	incomplete	-	NT	Chewapreecha3000	-
6680_6#11	4390	-	NT	Chewapreecha3000	-
6680_6#12	5105	-	6B	Chewapreecha3000	-
6680_6#13	4414	-	19F	Chewapreecha3000	-
6680_6#14	5124	-	6C	Chewapreecha3000	-
6680_6#15	4936	-	6A	Chewapreecha3000	-
6680_6#16	448	-	NT	Chewapreecha3000	-
6680_6#17	4414	-	19F	Chewapreecha3000	-
6680_6#18	5106	-	19F	Chewapreecha3000	-
6680_6#19	4654	-	8	Chewapreecha3000	-
6680_6#20	802	-	23F	Chewapreecha3000	-
6680_6#21	SLV4398	-	NT	Chewapreecha3000	-
6680_6#22	802	-	23F	Chewapreecha3000	-
6680_6#23	6690	-	19B	Chewapreecha3000	-
6680_6#24	4413	-	23F	Chewapreecha3000	-
6680_7#1	4414	-	19F	Chewapreecha3000	-
6680_7#2	SLV4136	-	NT	Chewapreecha3000	-
6680_7#3	2624	-	23F	Chewapreecha3000	-
6680_7#4	5107	-	NT	Chewapreecha3000	-
6680_7#5	4420	-	6C	Chewapreecha3000	-
6680_7#6	4133	-	NT	Chewapreecha3000	-
6680_7#7	4413	-	23F	Chewapreecha3000	-
6680_7#9	4414	-	19F	Chewapreecha3000	-
6680_7#10	4136	-	NT	Chewapreecha3000	-
6680_7#11	3058	-	15A	Chewapreecha3000	-
6680_7#12	unknown	-	NT	Chewapreecha3000	-
6680_7#13	SLV4935	-	35B	Chewapreecha3000	-
6680_7#14	4136	-	NT	Chewapreecha3000	-
6680_7#15	SLV4136	-	NT	Chewapreecha3000	-
6680_7#16	280	-	9V	Chewapreecha3000	-
6680_7#17	4414	-	19F	Chewapreecha3000	-
6680_7#18	4414	-	19F	Chewapreecha3000	-
6680_7#19	2624	-	23F	Chewapreecha3000	-
6680_7#20	5096	-	33C	Chewapreecha3000	-
6680_7#21	315	-	6B	Chewapreecha3000	-
6680_7#22	4414	-	19F	Chewapreecha3000	-
6680_7#23	6717	-	18F	Chewapreecha3000	-
6680_7#24	236	-	19F	Chewapreecha3000	-
6680_8#1	4413	-	23F	Chewapreecha3000	-
6680_8#2	4414	-	19F	Chewapreecha3000	-
6680_8#3	447	-	37	Chewapreecha3000	-
6680_8#4	4389	-	3	Chewapreecha3000	-
6680_8#5	6689	-	21	Chewapreecha3000	-
6680_8#6	338	-	23A	Chewapreecha3000	-
6680_8#7	99	-	11A	Chewapreecha3000	-
6680_8#8	99	-	11A	Chewapreecha3000	-
6680_8#9	5092	-	32A	Chewapreecha3000	-
6680_8#10	4445	-	NT	Chewapreecha3000	-
6680_8#11	230	-	19A	Chewapreecha3000	-
6680_8#12	4134	-	NT	Chewapreecha3000	-
6680_8#13	63	-	14	Chewapreecha3000	-
6680_8#14	989	-	46	Chewapreecha3000	-
6680_8#15	4389	-	3	Chewapreecha3000	-
6680_8#16	3545	-	7F	Chewapreecha3000	-
6680_8#17	4136	-	NT	Chewapreecha3000	-
6680_8#18	2624	-	23F	Chewapreecha3000	-
6680_8#19	4209	-	15B	Chewapreecha3000	-
6680_8#20	4403	-	6A	Chewapreecha3000	-
6680_8#21	4139	-	NT	Chewapreecha3000	-
6680_8#22	6710	-	16F	Chewapreecha3000	-
6680_8#23	4402	-	28F	Chewapreecha3000	-
6680_8#24	4402	-	28F	Chewapreecha3000	-
6730_1#2	4133	-	NT	Chewapreecha3000	-
6730_1#3	63	-	14	Chewapreecha3000	-
6730_1#4	870	-	18C	Chewapreecha3000	-
6730_1#5	870	-	18C	Chewapreecha3000	-
6730_1#6	4414	-	19F	Chewapreecha3000	-
6730_1#7	4966	-	6A	Chewapreecha3000	-
6730_1#8	447	-	37	Chewapreecha3000	-
6730_1#9	4411	-	NT	Chewapreecha3000	-
6730_1#10	4391	-	NT	Chewapreecha3000	-
6730_1#11	6713	-	NT	Chewapreecha3000	-
6730_1#12	4136	-	NT	Chewapreecha3000	-
6730_1#13	4399	-	28F	Chewapreecha3000	-
6730_1#14	338	-	23A	Chewapreecha3000	-
6730_1#15	802	-	23F	Chewapreecha3000	-
6730_1#16	4422	-	6B	Chewapreecha3000	-
6730_1#17	4413	-	23F	Chewapreecha3000	-
6730_1#18	448	-	NT	Chewapreecha3000	-
6730_1#19	4136	-	NT	Chewapreecha3000	-
6730_1#20	6692	-	33B	Chewapreecha3000	-
6730_1#21	DLV4138	-	NT	Chewapreecha3000	-
6730_1#22	4654	-	8	Chewapreecha3000	-
6730_1#23	6692	-	33B	Chewapreecha3000	-
6730_1#24	4396	-	NT	Chewapreecha3000	-
6730_3#1	4414	-	19F	Chewapreecha3000	-
6730_3#2	4453	-	NT	Chewapreecha3000	-
6730_3#3	802	-	23F	Chewapreecha3000	-
6730_3#4	4413	-	23F	Chewapreecha3000	-
6730_3#5	5097	-	45	Chewapreecha3000	-
6730_3#6	4421	-	NT	Chewapreecha3000	-
6730_3#7	315	-	6B	Chewapreecha3000	-
6730_3#8	4142	-	NT	Chewapreecha3000	-
6730_3#9	4451	-	NT	Chewapreecha3000	-
6730_3#10	1439	-	34	Chewapreecha3000	-
6730_3#11	4413	-	23F	Chewapreecha3000	-
6730_3#12	4136	-	NT	Chewapreecha3000	-
6730_3#13	4407	-	6B	Chewapreecha3000	-
6730_3#14	SLV5115	-	13	Chewapreecha3000	-
6730_3#15	156	-	9V	Chewapreecha3000	-
6730_3#16	156	-	9V	Chewapreecha3000	-
6730_3#17	4209	-	15C	Chewapreecha3000	-
6730_3#18	802	-	23F	Chewapreecha3000	-
6730_3#19	338	-	23A	Chewapreecha3000	-
6730_3#20	802	-	23F	Chewapreecha3000	-
6730_3#21	315	-	6B	Chewapreecha3000	-
6730_3#22	4395	-	14	Chewapreecha3000	-
6730_3#23	802	-	23F	Chewapreecha3000	-
6730_3#24	4136	-	NT	Chewapreecha3000	-
6730_5#1	4209	-	15C	Chewapreecha3000	-
6730_5#2	4389	-	3	Chewapreecha3000	-
6730_5#3	4401	-	6A	Chewapreecha3000	-
6730_5#4	4394	-	NT	Chewapreecha3000	-
6730_5#5	870	-	18C	Chewapreecha3000	-
6730_5#6	870	-	18C	Chewapreecha3000	-
6730_5#7	982	-	6C	Chewapreecha3000	-
6730_5#8	DLV7578	-	35C	Chewapreecha3000	-
6730_5#9	315	-	6B	Chewapreecha3000	-
6730_5#10	5099	-	4	Chewapreecha3000	-
6730_5#11	5099	-	4	Chewapreecha3000	-
6730_5#12	2218	-	23F	Chewapreecha3000	-
6730_5#13	4448	-	NT	Chewapreecha3000	-
6730_5#14	6696	-	24F	Chewapreecha3000	-
6730_5#15	802	-	23F	Chewapreecha3000	-
6730_5#16	4209	-	15B	Chewapreecha3000	-
6730_5#17	4414	-	19F	Chewapreecha3000	-
6730_5#18	4414	-	19F	Chewapreecha3000	-
6730_5#19	4413	-	23F	Chewapreecha3000	-
6730_5#20	870	-	18C	Chewapreecha3000	-
6730_5#21	DLV3789	-	18A	Chewapreecha3000	-
6730_5#22	910	-	22A	Chewapreecha3000	-
6730_5#23	4398	-	NT	Chewapreecha3000	-
6730_5#24	2624	-	23F	Chewapreecha3000	-
6730_6#1	4414	-	19F	Chewapreecha3000	-
6730_6#2	217	-	1	Chewapreecha3000	-
6730_6#3	4133	-	NT	Chewapreecha3000	-
6730_6#4	447	-	37	Chewapreecha3000	-
6730_6#5	63	-	14	Chewapreecha3000	-
6730_6#6	4411	-	NT	Chewapreecha3000	-
6730_6#7	4413	-	23F	Chewapreecha3000	-
6730_6#8	802	-	23F	Chewapreecha3000	-
6730_6#9	1439	-	34	Chewapreecha3000	-
6730_6#10	2572	-	23A	Chewapreecha3000	-
6730_6#11	4414	-	19F	Chewapreecha3000	-
6730_6#12	63	-	14	Chewapreecha3000	-
6730_6#13	5092	-	32A	Chewapreecha3000	-
6730_6#14	5115	-	13	Chewapreecha3000	-
6730_6#15	4136	-	NT	Chewapreecha3000	-
6730_6#16	incomplete	-	NT	Chewapreecha3000	-
6730_6#17	incomplete	-	NT	Chewapreecha3000	-
6730_6#18	SLV5103	-	21	Chewapreecha3000	-
6730_6#19	4396	-	NT	Chewapreecha3000	-
6730_6#20	4403	-	6A	Chewapreecha3000	-
6730_6#21	SLV1894	-	31	Chewapreecha3000	-
6730_6#22	DLV4393	-	NT	Chewapreecha3000	-
6730_6#23	4133	-	NT	Chewapreecha3000	-
6730_6#24	4451	-	NT	Chewapreecha3000	-
6730_7#1	3735	-	10B	Chewapreecha3000	-
6730_7#2	1439	-	34	Chewapreecha3000	-
6730_7#3	4413	-	23F	Chewapreecha3000	-
6730_7#4	4444	-	NT	Chewapreecha3000	-
6730_7#5	4450	-	35C	Chewapreecha3000	-
6730_7#6	5098	-	17F	Chewapreecha3000	-
6730_7#7	unknown	-	NT	Chewapreecha3000	-
6730_7#8	4414	-	19F	Chewapreecha3000	-
6730_7#9	4414	-	19F	Chewapreecha3000	-
6730_7#10	6692	-	33B	Chewapreecha3000	-
6730_7#11	1439	-	34	Chewapreecha3000	-
6730_7#12	7649	-	35C	Chewapreecha3000	-
6730_7#13	DLV4138	-	NT	Chewapreecha3000	-
6730_7#14	802	-	23F	Chewapreecha3000	-
6730_7#15	230	-	19A	Chewapreecha3000	-
6730_7#16	5101	-	NT	Chewapreecha3000	-
6730_7#17	5126	-	NT	Chewapreecha3000	-
6730_7#18	4414	-	19F	Chewapreecha3000	-
6730_7#19	5093	-	NT	Chewapreecha3000	-
6730_7#20	4402	-	28F	Chewapreecha3000	-
6730_7#21	4413	-	23F	Chewapreecha3000	-
6730_7#22	5092	-	32F	Chewapreecha3000	-
6730_7#23	5095	-	19B	Chewapreecha3000	-
6730_7#24	910	-	22A	Chewapreecha3000	-
6730_8#1	5102	-	NT	Chewapreecha3000	-
6730_8#2	6717	-	18F	Chewapreecha3000	-
6730_8#3	5103	-	21	Chewapreecha3000	-
6730_8#4	6717	-	18C	Chewapreecha3000	-
6730_8#5	6706	-	24F	Chewapreecha3000	-
6730_8#6	4420	-	6C	Chewapreecha3000	-
6730_8#7	6710	-	16F	Chewapreecha3000	-
6730_8#8	4113	-	10A	Chewapreecha3000	-
6730_8#9	4395	-	14	Chewapreecha3000	-
6730_8#10	7649	-	35C	Chewapreecha3000	-
6730_8#11	4414	-	19F	Chewapreecha3000	-
6730_8#12	315	-	6B	Chewapreecha3000	-
6730_8#13	802	-	23F	Chewapreecha3000	-
6730_8#14	4936	-	6A	Chewapreecha3000	-
6730_8#15	81	-	19F	Chewapreecha3000	-
6730_8#16	2218	-	23F	Chewapreecha3000	-
6730_8#17	incomplete	-	NT	Chewapreecha3000	-
6730_8#18	4390	-	NT	Chewapreecha3000	-
6730_8#19	4414	-	19F	Chewapreecha3000	-
6730_8#20	4395	-	14	Chewapreecha3000	-
6730_8#21	4955	-	34	Chewapreecha3000	-
6730_8#22	1961	-	15B	Chewapreecha3000	-
6730_8#23	4414	-	19F	Chewapreecha3000	-
6730_8#24	6710	-	16F	Chewapreecha3000	-
6731_1#1	4414	-	19F	Chewapreecha3000	-
6731_1#2	4414	-	19F	Chewapreecha3000	-
6731_1#3	4965	-	15A	Chewapreecha3000	-
6731_1#4	4413	-	23F	Chewapreecha3000	-
6731_1#5	3058	-	17F	Chewapreecha3000	-
6731_1#6	5116	-	6B	Chewapreecha3000	-
6731_1#7	4403	-	6A	Chewapreecha3000	-
6731_1#8	4414	-	19F	Chewapreecha3000	-
6731_1#9	242	-	23F	Chewapreecha3000	-
6731_1#10	4136	-	NT	Chewapreecha3000	-
6731_1#11	4451	-	NT	Chewapreecha3000	-
6731_1#12	4390	-	NT	Chewapreecha3000	-
6731_1#14	315	-	6B	Chewapreecha3000	-
6731_1#15	5114	-	19F	Chewapreecha3000	-
6731_1#17	SLV172	-	23A	Chewapreecha3000	-
6731_1#18	3545	-	7F	Chewapreecha3000	-
6731_1#19	3545	-	7F	Chewapreecha3000	-
6731_1#20	5098	-	17F	Chewapreecha3000	-
6731_1#22	4404	-	6B	Chewapreecha3000	-
6731_1#23	236	-	19F	Chewapreecha3000	-
6731_1#24	6693	-	20	Chewapreecha3000	-
6731_3#1	5106	-	19F	Chewapreecha3000	-
6731_3#2	5103	-	21	Chewapreecha3000	-
6731_3#3	4414	-	19F	Chewapreecha3000	-
6731_3#4	4420	-	6C	Chewapreecha3000	-
6731_3#5	802	-	23F	Chewapreecha3000	-
6731_3#6	4414	-	19F	Chewapreecha3000	-
6731_3#7	4414	-	19F	Chewapreecha3000	-
6731_3#8	910	-	22A	Chewapreecha3000	-
6731_3#9	6702	-	NT	Chewapreecha3000	-
6731_3#10	6707	-	23B	Chewapreecha3000	-
6731_3#11	4413	-	23F	Chewapreecha3000	-
6731_3#12	4413	-	23F	Chewapreecha3000	-
6731_3#13	DLV2991	-	35F	Chewapreecha3000	-
6731_3#14	4414	-	19F	Chewapreecha3000	-
6731_3#15	SLV352	-	25F	Chewapreecha3000	-
6731_3#16	1439	-	34	Chewapreecha3000	-
6731_3#17	910	-	22A	Chewapreecha3000	-
6731_3#18	4420	-	6C	Chewapreecha3000	-
6731_3#19	4414	-	19F	Chewapreecha3000	-
